Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
KRAJEVNA SKUPNOST BUKOVICA-BUKOVŠČICA,KRAJEVNA SKUPNOST BUKOVICA-BUKOVŠČICA,ks@skofja-loka.si,"Bukovščica 4, 4227 Selca",", KRAJEVNA SKUPNOST BUKOVICA-BUKOVŠČICA"
KRAJEVNA SKUPNOST SOVODENJ,KRAJEVNA SKUPNOST SOVODENJ,nevenka.telban@siol.net,"Sovodenj 23, 4225 Sovodenj",", KRAJEVNA SKUPNOST SOVODENJ"
KRAJEVNA SKUPNOST KRISTAN VRH,KRAJEVNA SKUPNOST KRISTAN VRH,obcina@smarje.si,,", KRAJEVNA SKUPNOST KRISTAN VRH"
KRAJEVNA SKUPNOST MOST NA SOČI,KRAJEVNA SKUPNOST MOST NA SOČI,ks.most-na-soci@tolmin.si,"Most na Soči 3, 5216 Most na Soči",", KRAJEVNA SKUPNOST MOST NA SOČI"
KRAJEVNA SKUPNOST PRISTAVA,KRAJEVNA SKUPNOST PRISTAVA,grgurasi@volja.net,"Pot na polje 11, 4290 Tržič",", KRAJEVNA SKUPNOST PRISTAVA"
KRAJEVNA SKUPNOST TOPOLŠICA,KRAJEVNA SKUPNOST TOPOLŠICA,obcina@sostanj.si,"Topolšica 81 A, 3326 Topolšica",", KRAJEVNA SKUPNOST TOPOLŠICA"
KRAJEVNA SKUPNOST ŠMARTNO,KRAJEVNA SKUPNOST ŠMARTNO,info@velenje.si,"Šmarška cesta 24 A, 3320 Velenje",", KRAJEVNA SKUPNOST ŠMARTNO"
KRAJEVNA SKUPNOST ČEMŠENIK,KRAJEVNA SKUPNOST ČEMŠENIK,info@ks-cemsenik.si,"Čemšenik 5, 1413 Čemšenik",", KRAJEVNA SKUPNOST ČEMŠENIK"
KRAJEVNA SKUPNOST MLINŠE KOLOVRAT,KRAJEVNA SKUPNOST MLINŠE KOLOVRAT,ksmlinse@siol.net,"Mlinše 12, 1411 Izlake",", KRAJEVNA SKUPNOST MLINŠE KOLOVRAT"
KRAJEVNA SKUPNOST ŠEMPETER V SAVINJSKI DOLINI,KRAJEVNA SKUPNOST ŠEMPETER V SAVINJSKI DOLINI,krajevnaskupnostsempeter@siol.net,"Rimska cesta 80, 3311 Šempeter v Savinjski dolini",", KRAJEVNA SKUPNOST ŠEMPETER V SAVINJSKI DOLINI"
KRAJEVNA SKUPNOST ROŽNO PRESLADOL,KRAJEVNA SKUPNOST ROŽNO PRESLADOL,ks.rozno-presladol@krsko.si,"Rožno 62, 8280 Brestanica",", KRAJEVNA SKUPNOST ROŽNO PRESLADOL"
KRAJEVNA SKUPNOST DRAGATUŠ,KRAJEVNA SKUPNOST DRAGATUŠ,ksdragatus@gmail.com,"Dragatuš 19, 8343 Dragatuš",", KRAJEVNA SKUPNOST DRAGATUŠ"
KRAJEVNA SKUPNOST AJDOVŠČINA,KRAJEVNA SKUPNOST AJDOVŠČINA,obcina@ajdovscina.si,"Prešernova ulica 26, 5270 Ajdovščina",", KRAJEVNA SKUPNOST AJDOVŠČINA"
KRAJEVNA SKUPNOST DOBLIČE,KRAJEVNA SKUPNOST DOBLIČE,polonca.bahor@gmail.com,"Dobliče 999, 8340 Črnomelj",", KRAJEVNA SKUPNOST DOBLIČE"
MESTNA OBČINA CELJE KRAJEVNA SKUPNOST POD GRADOM,MESTNA OBČINA CELJE KRAJEVNA SKUPNOST POD GRADOM,kspodgradom@t-1.si,"Zagrad 90, 3000 Celje",", MESTNA OBČINA CELJE KRAJEVNA SKUPNOST POD GRADOM"
KRAJEVNA SKUPNOST LOZICE,KRAJEVNA SKUPNOST LOZICE,zdravko.bratoz@gmail.com,"Lozice 34, 5272 Podnanos",", KRAJEVNA SKUPNOST LOZICE"
KRAJEVNA SKUPNOST LOKAVEC,KRAJEVNA SKUPNOST LOKAVEC,obcina@ajdovscina.si,"Lokavec 135 D, 5270 Ajdovščina",", KRAJEVNA SKUPNOST LOKAVEC"
MESTNA OBČINA CELJE KRAJEVNA SKUPNOST ŠKOFJA VAS,MESTNA OBČINA CELJE KRAJEVNA SKUPNOST ŠKOFJA VAS,ks.skofja.vas@siol.net,,", MESTNA OBČINA CELJE KRAJEVNA SKUPNOST ŠKOFJA VAS"
KRAJEVNA SKUPNOST MRZLAVA VAS,KRAJEVNA SKUPNOST MRZLAVA VAS,mateja.tomse@amis.net,"Mrzlava vas 21 A, 8262 Krška vas",", KRAJEVNA SKUPNOST MRZLAVA VAS"
KRAJEVNA SKUPNOST SELO,KRAJEVNA SKUPNOST SELO,obcina@ajdovscina.si,"Selo 39 A, 5262 Črniče",", KRAJEVNA SKUPNOST SELO"
KRAJEVNA SKUPNOST KRTINA,KRAJEVNA SKUPNOST KRTINA,janez.avsec@scpet.net,"Krtina 41, 1233 Dob",", KRAJEVNA SKUPNOST KRTINA"
MESTNA OBČINA CELJE KRAJEVNA SKUPNOST LJUBEČNA,MESTNA OBČINA CELJE KRAJEVNA SKUPNOST LJUBEČNA,ks.ljubecna@siol.net,"Kocbekova cesta 45, 3202 Ljubečna",", MESTNA OBČINA CELJE KRAJEVNA SKUPNOST LJUBEČNA"
KRAJEVNA SKUPNOST VRTOVIN,KRAJEVNA SKUPNOST VRTOVIN,obcina@ajdovscina.si,"Vrtovin 76, 5262 Črniče",", KRAJEVNA SKUPNOST VRTOVIN"
KRAJEVNA SKUPNOST SKRILJE,KRAJEVNA SKUPNOST SKRILJE,obcina@ajdovscina.si,"Skrilje 91 B, 5263 Dobravlje",", KRAJEVNA SKUPNOST SKRILJE"
KRAJEVNA SKUPNOST PRESERJE,KRAJEVNA SKUPNOST PRESERJE,janez.hribar@siol.net,"Pelechova cesta 18, 1235 Radomlje",", KRAJEVNA SKUPNOST PRESERJE"
KRAJEVNA SKUPNOST TOMA BREJCA VIR,KRAJEVNA SKUPNOST TOMA BREJCA VIR,tal@siol.net,"Šaranovičeva cesta 19, 1230 Domžale",", KRAJEVNA SKUPNOST TOMA BREJCA VIR"
KRAJEVNA SKUPNOST ŽALNA,KRAJEVNA SKUPNOST ŽALNA,danijela.pirman@gmail.com,"Žalna 37 A, 1290 Grosuplje",", KRAJEVNA SKUPNOST ŽALNA"
KRAJEVNA SKUPNOST OSTROŽNO BRDO,KRAJEVNA SKUPNOST OSTROŽNO BRDO,obcina.ilirska-bistrica@ilirska-bistrica.si,"Ostrožno Brdo 50, 6255 Prem",", KRAJEVNA SKUPNOST OSTROŽNO BRDO"
KRAJEVNA SKUPNOST JELŠANE,KRAJEVNA SKUPNOST JELŠANE,obcina.ilirska-bistrica@ilirska-bistrica.si,"Jelšane 11, 6254 Jelšane",", KRAJEVNA SKUPNOST JELŠANE"
KRAJEVNA SKUPNOST SPODNJI IVANJCI,KRAJEVNA SKUPNOST SPODNJI IVANJCI,tjnistvo.zupana@gor-radgona.si,"Spodnji Ivanjci 17, 9245 Spodnji Ivanjci",", KRAJEVNA SKUPNOST SPODNJI IVANJCI"
KRAJEVNA SKUPNOST NOVOKRAČINE,KRAJEVNA SKUPNOST NOVOKRAČINE,obcina.ilirska-bistrica@ilirska-bistrica.si,"Novokračine 55, 6254 Jelšane",", KRAJEVNA SKUPNOST NOVOKRAČINE"
KRAJEVNA SKUPNOST POLICA,KRAJEVNA SKUPNOST POLICA,gregor.steklacic@gmail.com,"Polica 46, 1290 Grosuplje",", KRAJEVNA SKUPNOST POLICA"
KRAJEVNA SKUPNOST STARA CERKEV,KRAJEVNA SKUPNOST STARA CERKEV,obcina@kocevje.si,"Stara Cerkev 34, 1332 Stara Cerkev",", KRAJEVNA SKUPNOST STARA CERKEV"
KRAJEVNA SKUPNOST DOLENJA VAS,KRAJEVNA SKUPNOST DOLENJA VAS,ks.dolenja-vas@krsko.si,"Dolenja vas pri Krškem 53, 8270 Krško",", KRAJEVNA SKUPNOST DOLENJA VAS"
KRAJEVNA SKUPNOST CENTER,KRAJEVNA SKUPNOST CENTER,obcina.kranj@kranj.si,"Tomšičeva ulica 21, 4000 Kranj",", KRAJEVNA SKUPNOST CENTER"
MESTNA OBČINA KOPER KRAJEVNA SKUPNOST ŠKOFIJE,MESTNA OBČINA KOPER KRAJEVNA SKUPNOST ŠKOFIJE,ks.skofije@siol.net,"Spodnje Škofije 54, 6281 Škofije",", MESTNA OBČINA KOPER KRAJEVNA SKUPNOST ŠKOFIJE"
KRAJEVNA SKUPNOST GABROVKA,KRAJEVNA SKUPNOST GABROVKA,obcina.litija@litija.si,"Gabrovka 23, 1274 Gabrovka",", KRAJEVNA SKUPNOST GABROVKA"
KRAJEVNA SKUPNOST BESNICA,KRAJEVNA SKUPNOST BESNICA,obcina.kranj@kranj.si,"Na hribu 7, 4201 Zgornja Besnica",", KRAJEVNA SKUPNOST BESNICA"
KRAJEVNA SKUPNOST KOPRIVNICA,KRAJEVNA SKUPNOST KOPRIVNICA,ks.koprivnica@krsko.si,"Koprivnica 24, 8282 Koprivnica",", KRAJEVNA SKUPNOST KOPRIVNICA"
KRAJEVNA SKUPNOST KRESNICE,KRAJEVNA SKUPNOST KRESNICE,obcina.litija@litija.si,"Kresnice 19, 1281 Kresnice",", KRAJEVNA SKUPNOST KRESNICE"
KRAJEVNA SKUPNOST SMLEDNIK,KRAJEVNA SKUPNOST SMLEDNIK,krajevna.skupnost@smlednik.si,"Smlednik 4 B, 1216 Smlednik",", KRAJEVNA SKUPNOST SMLEDNIK"
KRAJEVNA SKUPNOST HOTEDRŠICA,KRAJEVNA SKUPNOST HOTEDRŠICA,obcina.logatec@logatec.si,"Hotedršica 64, 1372 Hotedršica",", KRAJEVNA SKUPNOST HOTEDRŠICA"
KRAJEVNA SKUPNOST LIPA,KRAJEVNA SKUPNOST LIPA,ks.lipa@beltinci.si,"Lipa 78, 9231 Beltinci",", KRAJEVNA SKUPNOST LIPA"
"MESTNA OBČINA MARIBOR, KRAJEVNA SKUPNOST RAZVANJE","MESTNA OBČINA MARIBOR, KRAJEVNA SKUPNOST RAZVANJE",ks.razvanje@maribor.si,"Razvanjska cesta 22, 2000 Maribor",", MESTNA OBČINA MARIBOR, KRAJEVNA SKUPNOST RAZVANJE"
KRAJEVNA SKUPNOST MELINCI,KRAJEVNA SKUPNOST MELINCI,ks.melinci@beltinci.si,"Melinci 134, 9231 Beltinci",", KRAJEVNA SKUPNOST MELINCI"
KRAJEVNA SKUPNOST BRATONCI,KRAJEVNA SKUPNOST BRATONCI,ks.bratonci@beltinci.si,"Bratonci 74 A, 9231 Beltinci",", KRAJEVNA SKUPNOST BRATONCI"
KRAJEVNA SKUPNOST PERNICA,KRAJEVNA SKUPNOST PERNICA,obcina.pesnica@pesnica.si,"Pernica 8, 2231 Pernica",", KRAJEVNA SKUPNOST PERNICA"
KRAJEVNA SKUPNOST GANČANI,KRAJEVNA SKUPNOST GANČANI,ks.gancani@beltinci.si,"Gančani 1, 9231 Beltinci",", KRAJEVNA SKUPNOST GANČANI"
KRAJEVNA SKUPNOST SEČOVLJE,KRAJEVNA SKUPNOST SEČOVLJE,krajevnaskupnostsecovlje@siol.net,"Sečovlje 39, 6333 Sečovlje - Sicciole",", KRAJEVNA SKUPNOST SEČOVLJE"
KRAJEVNA SKUPNOST ŠMIHEL POD NANOSOM,KRAJEVNA SKUPNOST ŠMIHEL POD NANOSOM,obcina@postojna.si,"Šmihel pod Nanosom 6, 6230 Postojna",", KRAJEVNA SKUPNOST ŠMIHEL POD NANOSOM"
KRAJEVNA SKUPNOST RAVNICA,KRAJEVNA SKUPNOST RAVNICA,ales.dugulin@gmail.com,"Ravnica 9, 5251 Grgar",", KRAJEVNA SKUPNOST RAVNICA"
KRAJEVNA SKUPNOST STRUNJAN,KRAJEVNA SKUPNOST STRUNJAN,ks-strunjan@siol.net,"Strunjan 28, 6320 Portorož - Portorose",", KRAJEVNA SKUPNOST STRUNJAN"
KRAJEVNA SKUPNOST VOJŠČICA,KRAJEVNA SKUPNOST VOJŠČICA,ksvojscica@gmail.com,"Vojščica 37, 5296 Kostanjevica na Krasu",", KRAJEVNA SKUPNOST VOJŠČICA"
KRAJEVNA SKUPNOST KAL NAD KANALOM,KRAJEVNA SKUPNOST KAL NAD KANALOM,obcina.kanal@obcina-kanal.si,"Kal nad Kanalom 111 E, 5214 Kal nad Kanalom",", KRAJEVNA SKUPNOST KAL NAD KANALOM"
KRAJEVNA SKUPNOST HRENOVICE,KRAJEVNA SKUPNOST HRENOVICE,obcina@postojna.si,"Hrenovice 40 A, 6230 Postojna",", KRAJEVNA SKUPNOST HRENOVICE"
KRAJEVNA SKUPNOST LOKOVEC,KRAJEVNA SKUPNOST LOKOVEC,ks.lokovec@gmail.com,"Lokovec 82, 5253 Čepovan",", KRAJEVNA SKUPNOST LOKOVEC"
KRAJEVNA SKUPNOST RIBNO,KRAJEVNA SKUPNOST RIBNO,obcina@bled.si,"Izletniška ulica 11, 4260 Bled",", KRAJEVNA SKUPNOST RIBNO"
KRAJEVNA SKUPNOST KROPA,KRAJEVNA SKUPNOST KROPA,ks.kropa@gmail.com,"Kropa 3, 4245 Kropa",", KRAJEVNA SKUPNOST KROPA"
KRAJEVNA SKUPNOST VRABČE,KRAJEVNA SKUPNOST VRABČE,obcina@sezana.si,"Tabor 9, 6210 Sežana",", KRAJEVNA SKUPNOST VRABČE"
KRAJEVNA SKUPNOST SLIVNICA PRI CELJU,KRAJEVNA SKUPNOST SLIVNICA PRI CELJU,ks.slivnica@siol.net,"Gorica pri Slivnici 98, 3263 Gorica pri Slivnici",", KRAJEVNA SKUPNOST SLIVNICA PRI CELJU"
MESTNA OBČINA PTUJ ČETRTNA SKUPNOST ROGOZNICA,MESTNA OBČINA PTUJ ČETRTNA SKUPNOST ROGOZNICA,obcina.ptuj@ptuj.si,"Slovenskogoriška cesta 18, 2250 Ptuj",", MESTNA OBČINA PTUJ ČETRTNA SKUPNOST ROGOZNICA"
KRAJEVNA SKUPNOST MOŠNJE,KRAJEVNA SKUPNOST MOŠNJE,krajevna.skupnost.mosnje@telemach.net,"Mošnje 41, 4240 Radovljica",", KRAJEVNA SKUPNOST MOŠNJE"
KRAJEVNA SKUPNOST SREDNJA DOBRAVA,KRAJEVNA SKUPNOST SREDNJA DOBRAVA,ks.begunje@siol.net,"Srednja Dobrava 1 A, 4245 Kropa",", KRAJEVNA SKUPNOST SREDNJA DOBRAVA"
KRAJEVNA SKUPNOST STUDENEC,KRAJEVNA SKUPNOST STUDENEC,obcina.sevnica@siol.net,"Studenec 33, 8293 Studenec",", KRAJEVNA SKUPNOST STUDENEC"
KRAJEVNA SKUPNOST TEPANJE,KRAJEVNA SKUPNOST TEPANJE,info@slovenskekonjice.si,"Tepanje 23, 3210 Slovenske Konjice",", KRAJEVNA SKUPNOST TEPANJE"
KRAJEVNA SKUPNOST GORENJA VAS,KRAJEVNA SKUPNOST GORENJA VAS,ksgorenjavas@obcina-gvp.si,"Poljanska cesta 87, 4224 Gorenja vas",", KRAJEVNA SKUPNOST GORENJA VAS"
KRAJEVNA SKUPNOST LOG,KRAJEVNA SKUPNOST LOG,ks@skofja-loka.si,"Gabrk 1, 4220 Škofja Loka",", KRAJEVNA SKUPNOST LOG"
KRAJEVNA SKUPNOST VIŠNJA GORA,KRAJEVNA SKUPNOST VIŠNJA GORA,obc.ivancna.gorica@siol.net,"Mestni trg 21, 1294 Višnja Gora",", KRAJEVNA SKUPNOST VIŠNJA GORA"
KRAJEVNA SKUPNOST SV. LENART-LUŠA,KRAJEVNA SKUPNOST SV. LENART-LUŠA,ks@skofja-loka.si,"Mestni trg 15, 4220 Škofja Loka",", KRAJEVNA SKUPNOST SV. LENART-LUŠA"
KRAJEVNA SKUPNOST SKORNO-FLORJAN,KRAJEVNA SKUPNOST SKORNO-FLORJAN,obcina@sostanj.si,"Skorno pri Šoštanju 55 A, 3325 Šoštanj",", KRAJEVNA SKUPNOST SKORNO-FLORJAN"
KRAJEVNA SKUPNOST USTJE,KRAJEVNA SKUPNOST USTJE,obcina@ajdovscina.si,"Ustje 46, 5270 Ajdovščina",", KRAJEVNA SKUPNOST USTJE"
KRAJEVNA SKUPNOST TREBIJA,KRAJEVNA SKUPNOST TREBIJA,ks.trebija@gmail.com,"Trebija 4, 4224 Gorenja vas",", KRAJEVNA SKUPNOST TREBIJA"
KRAJEVNA SKUPNOST RAVNE,KRAJEVNA SKUPNOST RAVNE,obcina@sostanj.si,"Ravne 195, 3325 Šoštanj",", KRAJEVNA SKUPNOST RAVNE"
KRAJEVNA SKUPNOST ŠMARJE,KRAJEVNA SKUPNOST ŠMARJE,obcina@ajdovscina.si,"Zavino 25 A, 5295 Branik",", KRAJEVNA SKUPNOST ŠMARJE"
KRAJEVNA SKUPNOST MESTINJE,KRAJEVNA SKUPNOST MESTINJE,obcina@smarje.si,"Mestinje 19, 3241 Podplat",", KRAJEVNA SKUPNOST MESTINJE"
KRAJEVNA SKUPNOST PLANINA,KRAJEVNA SKUPNOST PLANINA,info@ksplaninakr.si,"Planina 5 B, 5270 Ajdovščina",", KRAJEVNA SKUPNOST PLANINA"
KRAJEVNA SKUPNOST SLADKA GORA,KRAJEVNA SKUPNOST SLADKA GORA,obcina@smarje.si,"Nova vas pri Šmarju 3, 3240 Šmarje pri Jelšah",", KRAJEVNA SKUPNOST SLADKA GORA"
KRAJEVNA SKUPNOST STARA VAS,KRAJEVNA SKUPNOST STARA VAS,info@velenje.si,"Koroška cesta 40 B, 3320 Velenje",", KRAJEVNA SKUPNOST STARA VAS"
KRAJEVNA SKUPNOST TINSKO,KRAJEVNA SKUPNOST TINSKO,obcina@smarje.si,"Spodnje Tinsko 6, 3223 Loka pri Žusmu",", KRAJEVNA SKUPNOST TINSKO"
KRAJEVNA SKUPNOST BEVKE,KRAJEVNA SKUPNOST BEVKE,obcina.vrhnika@vrhnika.si,"Bevke 17, 1358 Log pri Brezovici",", KRAJEVNA SKUPNOST BEVKE"
KRAJEVNA SKUPNOST DOLENJA TREBUŠA,KRAJEVNA SKUPNOST DOLENJA TREBUŠA,ks.dolenja-trebusa@tolmin.si,"Dolenja Trebuša 70, 5283 Slap ob Idrijci",", KRAJEVNA SKUPNOST DOLENJA TREBUŠA"
KRAJEVNA SKUPNOST SINJA GORICA,KRAJEVNA SKUPNOST SINJA GORICA,obcina.vrhnika@vrhnika.si,"Sinja Gorica 999, 1360 Vrhnika",", KRAJEVNA SKUPNOST SINJA GORICA"
KRAJEVNA SKUPNOST KAMNJE-POTOČE,KRAJEVNA SKUPNOST KAMNJE-POTOČE,obcina@ajdovscina.si,"Kamnje 1 B, 5263 Dobravlje",", KRAJEVNA SKUPNOST KAMNJE-POTOČE"
KRAJEVNA SKUPNOST COL,KRAJEVNA SKUPNOST COL,obcina@ajdovscina.si,"Col 78, 5273 Col",", KRAJEVNA SKUPNOST COL"
KRAJEVNA SKUPNOST PODBRDO,KRAJEVNA SKUPNOST PODBRDO,ks.podbrdo@tolmin.si,"Podbrdo 73 A, 5243 Podbrdo",", KRAJEVNA SKUPNOST PODBRDO"
KRAJEVNA SKUPNOST BUDANJE,KRAJEVNA SKUPNOST BUDANJE,obcina@ajdovscina.si,"Budanje 24, 5271 Vipava",", KRAJEVNA SKUPNOST BUDANJE"
KRAJEVNA SKUPNOST PEČINE,KRAJEVNA SKUPNOST PEČINE,ks.pecine@tolmin.si,"Pečine 30 B, 5283 Slap ob Idrijci",", KRAJEVNA SKUPNOST PEČINE"
KRAJEVNA SKUPNOST GRIŽE,KRAJEVNA SKUPNOST GRIŽE,krajevna.skupnost.grize@siol.net,"Migojnice 6, 3302 Griže",", KRAJEVNA SKUPNOST GRIŽE"
KRAJEVNA SKUPNOST BISTRICA PRI TRŽIČU,KRAJEVNA SKUPNOST BISTRICA PRI TRŽIČU,vida.raztresen@gmail.com,"Ročevnica 61, 4290 Tržič",", KRAJEVNA SKUPNOST BISTRICA PRI TRŽIČU"
KRAJEVNA SKUPNOST LOM POD STORŽIČEM,KRAJEVNA SKUPNOST LOM POD STORŽIČEM,ro-sa@siol.net,"Lom pod Storžičem 56, 4290 Tržič",", KRAJEVNA SKUPNOST LOM POD STORŽIČEM"
KRAJEVNA SKUPNOST RAVNE,KRAJEVNA SKUPNOST RAVNE,primozic.lucija@gmail.com,"Pot na Zali Rovt 3, 4290 Tržič",", KRAJEVNA SKUPNOST RAVNE"
KRAJEVNA SKUPNOST ŠOŠTANJ,KRAJEVNA SKUPNOST ŠOŠTANJ,obcina@sostanj.si,"Trg svobode 12, 3325 Šoštanj",", KRAJEVNA SKUPNOST ŠOŠTANJ"
KRAJEVNA SKUPNOST ŽUSTERNA,KRAJEVNA SKUPNOST ŽUSTERNA,ks_zusterna@t-2.net,"Dolga reber 5, 6000 Koper - Capodistria",", KRAJEVNA SKUPNOST ŽUSTERNA"
KRAJEVNA SKUPNOST DRAVOGRAD,KRAJEVNA SKUPNOST DRAVOGRAD,ks.dravograd@kanet.si,"Meža 10, 2370 Dravograd",", KRAJEVNA SKUPNOST DRAVOGRAD"
KRAJEVNA SKUPNOST VELIKE ŽABLJE,KRAJEVNA SKUPNOST VELIKE ŽABLJE,obcina@ajdovscina.si,"Velike Žablje 88 A, 5263 Dobravlje",", KRAJEVNA SKUPNOST VELIKE ŽABLJE"
KRAJEVNA SKUPNOST BERTOKI,KRAJEVNA SKUPNOST BERTOKI,mokksbertoki@siol.net,"Cesta borcev 1, 6000 Koper - Capodistria",", KRAJEVNA SKUPNOST BERTOKI"
KRAJEVNA SKUPNOST GRADIŠČE PRI VIPAVI,KRAJEVNA SKUPNOST GRADIŠČE PRI VIPAVI,misel.jez@siol.net,"Gradišče pri Vipavi 35 B, 5271 Vipava",", KRAJEVNA SKUPNOST GRADIŠČE PRI VIPAVI"
KRAJEVNA SKUPNOST KOPER-SEMEDELA,KRAJEVNA SKUPNOST KOPER-SEMEDELA,ks.semedela@siol.net,,", KRAJEVNA SKUPNOST KOPER-SEMEDELA"
KRAJEVNA SKUPNOST SPODNJA ŠČAVNICA,KRAJEVNA SKUPNOST SPODNJA ŠČAVNICA,tajnistvo.zupana@gor-radgona.si,"Spodnja Ščavnica 19 B, 9250 Gornja Radgona",", KRAJEVNA SKUPNOST SPODNJA ŠČAVNICA"
KRAJEVNA SKUPNOST SKOPICE,KRAJEVNA SKUPNOST SKOPICE,ks.skopice@gmail.com,"Gorenje Skopice 1, 8262 Krška vas",", KRAJEVNA SKUPNOST SKOPICE"
KRAJEVNA SKUPNOST GORENJA SAVA,KRAJEVNA SKUPNOST GORENJA SAVA,obcina.kranj@kranj.si,"Savska loka 6 A, 4000 Kranj",", KRAJEVNA SKUPNOST GORENJA SAVA"
KRAJEVNA SKUPNOST RAVNE-ZAKRIŽ,KRAJEVNA SKUPNOST RAVNE-ZAKRIŽ,ks.cerkno@cerkno.si,"Ravne pri Cerknem 17 A, 5282 Cerkno",", KRAJEVNA SKUPNOST RAVNE-ZAKRIŽ"
KRAJEVNA SKUPNOST KUTEŽEVO,KRAJEVNA SKUPNOST KUTEŽEVO,obcina.ilirska-bistrica@ilirska-bistrica.si,"Kuteževo 3 C, 6250 Ilirska Bistrica",", KRAJEVNA SKUPNOST KUTEŽEVO"
KRAJEVNA SKUPNOST ZAKOT-BUKOŠEK-TRNJE,KRAJEVNA SKUPNOST ZAKOT-BUKOŠEK-TRNJE,ks.zbt@volja.net,"Bukošek 28 A, 8250 Brežice",", KRAJEVNA SKUPNOST ZAKOT-BUKOŠEK-TRNJE"
KRAJEVNA SKUPNOST JESENICE NA DOLENJSKEM,KRAJEVNA SKUPNOST JESENICE NA DOLENJSKEM,ks.jesenice@siol.net,"Jesenice 11 A, 8261 Jesenice na Dolenjskem",", KRAJEVNA SKUPNOST JESENICE NA DOLENJSKEM"
KRAJEVNA SKUPNOST ŽABNICA,KRAJEVNA SKUPNOST ŽABNICA,ks.zabnica@gmail.com,"Žabnica 34, 4209 Žabnica",", KRAJEVNA SKUPNOST ŽABNICA"
KRAJEVNA SKUPNOST STAROD,KRAJEVNA SKUPNOST STAROD,obcina.ilirska-bistrica@ilirska-bistrica.si,"Starod 49 A, 6244 Podgrad",", KRAJEVNA SKUPNOST STAROD"
MESTNA OBČINA CELJE KRAJEVNA SKUPNOST ALJAŽEV HRIB,MESTNA OBČINA CELJE KRAJEVNA SKUPNOST ALJAŽEV HRIB,moc_ks_aljazev_hrib@t-2.net,"Teharska cesta 2 A, 3000 Celje",", MESTNA OBČINA CELJE KRAJEVNA SKUPNOST ALJAŽEV HRIB"
KRAJEVNA SKUPNOST GRIBLJE,KRAJEVNA SKUPNOST GRIBLJE,tonibrinc@danfoss.com,"Griblje 999, 8332 Gradac",", KRAJEVNA SKUPNOST GRIBLJE"
KRAJEVNA SKUPNOST REČICA,KRAJEVNA SKUPNOST REČICA,obcina.ilirska-bistrica@ilirska-bistrica.si,"Zarečica 28, 6250 Ilirska Bistrica",", KRAJEVNA SKUPNOST REČICA"
MESTNA OBČINA CELJE KRAJEVNA SKUPNOST ŠMARTNO V ROŽNI DOLINI,MESTNA OBČINA CELJE KRAJEVNA SKUPNOST ŠMARTNO V ROŽNI DOLINI,ks.smartno@siol.net,"Šmartno v Rožni dolini 5, 3201 Šmartno v Rožni dolini",", MESTNA OBČINA CELJE KRAJEVNA SKUPNOST ŠMARTNO V ROŽNI DOLINI"
KRAJEVNA SKUPNOST LESKOVEC PRI KRŠKEM,KRAJEVNA SKUPNOST LESKOVEC PRI KRŠKEM,ks.leskovec@krsko.si,"Ulica 11. novembra 24, 8273 Leskovec pri Krškem",", KRAJEVNA SKUPNOST LESKOVEC PRI KRŠKEM"
KRAJEVNA SKUPNOST ŠMARJE-SAP,KRAJEVNA SKUPNOST ŠMARJE-SAP,ks.smarje.sap@siol.net,"Ljubljanska cesta 41, 1293 Šmarje - Sap",", KRAJEVNA SKUPNOST ŠMARJE-SAP"
KRAJEVNA SKUPNOST PODBOČJE,KRAJEVNA SKUPNOST PODBOČJE,ks.podbocje@krsko.si,"Podbočje 70, 8312 Podbočje",", KRAJEVNA SKUPNOST PODBOČJE"
KRAJEVNA SKUPNOST ČRNA,KRAJEVNA SKUPNOST ČRNA,obcina@kamnik.si,"Krivčevo 2, 1242 Stahovica",", KRAJEVNA SKUPNOST ČRNA"
KRAJEVNA SKUPNOST NOVAKI,KRAJEVNA SKUPNOST NOVAKI,ks.cerkno@cerkno.si,"Dolenji Novaki 49, 5282 Cerkno",", KRAJEVNA SKUPNOST NOVAKI"
KRAJEVNA SKUPNOST DUPLICA KAMNIK,KRAJEVNA SKUPNOST DUPLICA KAMNIK,obcina@kamnik.si,"Jakopičeva ulica 11, 1241 Kamnik",", KRAJEVNA SKUPNOST DUPLICA KAMNIK"
KRAJEVNA SKUPNOST ŠEMBIJE,KRAJEVNA SKUPNOST ŠEMBIJE,obcina.ilirska-bistrica@ilirska-bistrica.si,"Šembije 70, 6253 Knežak",", KRAJEVNA SKUPNOST ŠEMBIJE"
KRAJEVNA SKUPNOST ADLEŠIČI,KRAJEVNA SKUPNOST ADLEŠIČI,brigita.bahor@gmail.com,"Adlešiči 13, 8341 Adlešiči",", KRAJEVNA SKUPNOST ADLEŠIČI"
KRAJEVNA SKUPNOST NEVLJE,KRAJEVNA SKUPNOST NEVLJE,ks.nevlje@gmail.com,"Nevlje 18, 1241 Kamnik",", KRAJEVNA SKUPNOST NEVLJE"
KRAJEVNA SKUPNOST ŠPITALIČ,KRAJEVNA SKUPNOST ŠPITALIČ,obcina@kamnik.si,"Špitalič 32 A, 1221 Motnik",", KRAJEVNA SKUPNOST ŠPITALIČ"
KRAJEVNA SKUPNOST SELA,KRAJEVNA SKUPNOST SELA,obcina@kamnik.si,"Sela pri Kamniku 2, 1241 Kamnik",", KRAJEVNA SKUPNOST SELA"
