Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
PAPEŽ DRAGICA - NOTARKA,PAPEŽ DRAGICA - NOTARKA,,"Opekarska cesta 5, 1000 Ljubljana",", PAPEŽ DRAGICA - NOTARKA"
MARIJA TERNAR - NOTARKA,MARIJA TERNAR - NOTARKA,,"Slomškova ulica 41, 9000 Murska Sobota",", MARIJA TERNAR - NOTARKA"
"OČESNA AMBULANTA VID, RENATA ŽIŽEK GROF DR.MED., SPEC.OFT.","OČESNA AMBULANTA VID, RENATA ŽIŽEK GROF DR.MED., SPEC.OFT.",,"Cvetkova ulica 10, 9000 Murska Sobota",", OČESNA AMBULANTA VID, RENATA ŽIŽEK GROF DR.MED., SPEC.OFT."
DANIJEL VOMBEK - IZVRŠITELJ,DANIJEL VOMBEK - IZVRŠITELJ,,"Aškerčeva ulica 15, 3000 Celje",", DANIJEL VOMBEK - IZVRŠITELJ"
"INTERNISTIČNA SRČNO-ŽILNA AMBULANTA BOJAN KRIVEC, DR.MED., SPECIALIST INTERNIST","INTERNISTIČNA SRČNO-ŽILNA AMBULANTA BOJAN KRIVEC, DR.MED., SPECIALIST INTERNIST",,"Cesta na Roglo 15, 3214 Zreče",", INTERNISTIČNA SRČNO-ŽILNA AMBULANTA BOJAN KRIVEC, DR.MED., SPECIALIST INTERNIST"
FLORJANČIČ CIRMAN IRENA - NOTARKA,FLORJANČIČ CIRMAN IRENA - NOTARKA,,"Cigaletova ulica 11, 1000 Ljubljana",", FLORJANČIČ CIRMAN IRENA - NOTARKA"
"OFTALMA, zdravstvene storitve in optika, d.o.o.","OFTALMA, zdravstvene storitve in optika, d.o.o.",,"Ulica bratov Učakar 58, 1000 Ljubljana",", OFTALMA, zdravstvene storitve in optika, d.o.o."
ARBOR MEA zdravstvena in zobozdravstvena dejavnost d.o.o.,ARBOR MEA zdravstvena in zobozdravstvena dejavnost d.o.o.,,"Savska cesta 10, 1000 Ljubljana",", ARBOR MEA zdravstvena in zobozdravstvena dejavnost d.o.o."
"OČESNA AMBULANTA Majda Volčini Krumpestar, dr.med., spec.oftalmologije d.o.o.","OČESNA AMBULANTA Majda Volčini Krumpestar, dr.med., spec.oftalmologije d.o.o.",,"Stara cesta 61, 4202 Naklo",", OČESNA AMBULANTA Majda Volčini Krumpestar, dr.med., spec.oftalmologije d.o.o."
DERMIS SPECIALISTIČNA DERMATOLOŠKO ALERGOLOŠKA AMBULANTA d.o.o.,DERMIS SPECIALISTIČNA DERMATOLOŠKO ALERGOLOŠKA AMBULANTA d.o.o.,,"Košenice 13, 8000 Novo mesto",", DERMIS SPECIALISTIČNA DERMATOLOŠKO ALERGOLOŠKA AMBULANTA d.o.o."
ZDRAVSTVENI ZAVOD JURETIĆ JADRANKA PORTOROŽ,ZDRAVSTVENI ZAVOD JURETIĆ JADRANKA PORTOROŽ,,"Ulica XXX. divizije 12, 6320 Portorož - Portorose",", ZDRAVSTVENI ZAVOD JURETIĆ JADRANKA PORTOROŽ"
IMPLANTOLOŠKI INŠTITUT d.o.o.,IMPLANTOLOŠKI INŠTITUT d.o.o.,,"Brglezov štradon 15 C, 1000 Ljubljana",", IMPLANTOLOŠKI INŠTITUT d.o.o."
POLJŠAK DERGANC MAGDA - NOTARKA,POLJŠAK DERGANC MAGDA - NOTARKA,,"Miklošičeva cesta 8 A, 1000 Ljubljana",", POLJŠAK DERGANC MAGDA - NOTARKA"
"NEUROEDINA, zdravstvena dejavnost d.o.o.","NEUROEDINA, zdravstvena dejavnost d.o.o.",,"Kandijska cesta 4, 8000 Novo mesto",", NEUROEDINA, zdravstvena dejavnost d.o.o."
ZDRAVSTVENI ZAVOD FAGANELJ BUT MARIBOR,ZDRAVSTVENI ZAVOD FAGANELJ BUT MARIBOR,,"Gosposvetska cesta 41, 2000 Maribor",", ZDRAVSTVENI ZAVOD FAGANELJ BUT MARIBOR"
"ULTRAZVOK, zdravstvene in druge storitve, d.o.o.","ULTRAZVOK, zdravstvene in druge storitve, d.o.o.",,"Cesta talcev 2, 4000 Kranj",", ULTRAZVOK, zdravstvene in druge storitve, d.o.o."
STU-DENT zobozdravstvene storitve d.o.o.,STU-DENT zobozdravstvene storitve d.o.o.,,"Tehnološki park 20, 1000 Ljubljana",", STU-DENT zobozdravstvene storitve d.o.o."
ZDRAVSTVENI ZAVOD MEDICINSKI CENTER ŠINIGOJ NOVA GORICA,ZDRAVSTVENI ZAVOD MEDICINSKI CENTER ŠINIGOJ NOVA GORICA,,"Sedejeva ulica 6, 5000 Nova Gorica",", ZDRAVSTVENI ZAVOD MEDICINSKI CENTER ŠINIGOJ NOVA GORICA"
ZASEBNI ZDRAVSTVENI ZAVOD NEUROVITA,ZASEBNI ZDRAVSTVENI ZAVOD NEUROVITA,,"Komenskega ulica 32, 1000 Ljubljana",", ZASEBNI ZDRAVSTVENI ZAVOD NEUROVITA"
"VASACOR, družba za storitve v zdravstvu, d.o.o.","VASACOR, družba za storitve v zdravstvu, d.o.o.",,"Subotiška cesta 12, 3320 Velenje",", VASACOR, družba za storitve v zdravstvu, d.o.o."
NOTAR DOMINIK GREŠOVNIK,NOTAR DOMINIK GREŠOVNIK,,"Francetova cesta 4, 2380 Slovenj Gradec",", NOTAR DOMINIK GREŠOVNIK"
KATJUŠA GORJAN - NOTARKA,KATJUŠA GORJAN - NOTARKA,,"Ulica XXX. divizije 23, 5000 Nova Gorica",", KATJUŠA GORJAN - NOTARKA"
KOBALEJ ŠTEHARNIK DARINKA - NOTARKA,KOBALEJ ŠTEHARNIK DARINKA - NOTARKA,,"Razlagova ulica 5, 2000 Maribor",", KOBALEJ ŠTEHARNIK DARINKA - NOTARKA"
"ZASEBNA PEDOPSIHIATRIČNA AMBULANTA NATAŠA POTOČNIK DAJČMAN DR. MED., SPEC. PSIH.","ZASEBNA PEDOPSIHIATRIČNA AMBULANTA NATAŠA POTOČNIK DAJČMAN DR. MED., SPEC. PSIH.",,"Jezdarska ulica 2, 2000 Maribor",", ZASEBNA PEDOPSIHIATRIČNA AMBULANTA NATAŠA POTOČNIK DAJČMAN DR. MED., SPEC. PSIH."
ZASEBNA KLINIČNO PSIHOLOŠKA AMBULANTA BARBARA VAJD LEDINEK,ZASEBNA KLINIČNO PSIHOLOŠKA AMBULANTA BARBARA VAJD LEDINEK,,"Jezdarska ulica 2, 2000 Maribor",", ZASEBNA KLINIČNO PSIHOLOŠKA AMBULANTA BARBARA VAJD LEDINEK"
NOTAR GORAZD ŠIFRER,NOTAR GORAZD ŠIFRER,,"Partizanska cesta 36, 2000 Maribor",", NOTAR GORAZD ŠIFRER"
KLINIČNI PSIHOLOG SPECIALIST PSIHOTERAPEVT MAG. HERMINA MERC,KLINIČNI PSIHOLOG SPECIALIST PSIHOTERAPEVT MAG. HERMINA MERC,,"Krpanova ulica 19, 2000 Maribor",", KLINIČNI PSIHOLOG SPECIALIST PSIHOTERAPEVT MAG. HERMINA MERC"
"JAZINDIABETES, specialistična zdravstvena dejavnost, d.o.o.","JAZINDIABETES, specialistična zdravstvena dejavnost, d.o.o.",,"Židovska ulica 1, 1000 Ljubljana",", JAZINDIABETES, specialistična zdravstvena dejavnost, d.o.o."
ZDRAVSTVENI ZAVOD RESCHNER,ZDRAVSTVENI ZAVOD RESCHNER,,"Smoletova ulica 18, 1000 Ljubljana",", ZDRAVSTVENI ZAVOD RESCHNER"
DARJA JARNOVIČ - NOTARKA,DARJA JARNOVIČ - NOTARKA,,"Novi trg 9, 8000 Novo mesto",", DARJA JARNOVIČ - NOTARKA"
NOTARKA POLONA PAVLIN BOHINC,NOTARKA POLONA PAVLIN BOHINC,,"Delavska cesta 24, 4208 Šenčur",", NOTARKA POLONA PAVLIN BOHINC"
NEVROMED diagnostični center d.o.o.,NEVROMED diagnostični center d.o.o.,,"Ljubljanska cesta 11, 3320 Velenje",", NEVROMED diagnostični center d.o.o."
ZDRAVSTVENI ZAVOD PULMORADIX VELENJE,ZDRAVSTVENI ZAVOD PULMORADIX VELENJE,,"Cesta I 23, 3320 Velenje",", ZDRAVSTVENI ZAVOD PULMORADIX VELENJE"
TOMŠIČ EVA SIMONA - NOTARKA,TOMŠIČ EVA SIMONA - NOTARKA,,"Verovškova ulica 55 A, 1000 Ljubljana",", TOMŠIČ EVA SIMONA - NOTARKA"
MARJAN BAKAN - IZVRŠITELJ,MARJAN BAKAN - IZVRŠITELJ,,"Arja vas 101, 3301 Petrovče",", MARJAN BAKAN - IZVRŠITELJ"
GREGOR KOVAČ - NOTAR,GREGOR KOVAČ - NOTAR,,"Miklošičeva ulica 1, 3000 Celje",", GREGOR KOVAČ - NOTAR"
"PEDOPSIHIATRIČNA AMBULANTA MILANKA PRAKAŠ, dr. med. spec. pedopsihiater","PEDOPSIHIATRIČNA AMBULANTA MILANKA PRAKAŠ, dr. med. spec. pedopsihiater",,"Kandijska cesta 4, 8000 Novo mesto",", PEDOPSIHIATRIČNA AMBULANTA MILANKA PRAKAŠ, dr. med. spec. pedopsihiater"
NOTARKA ANDREJA CAJHEN,NOTARKA ANDREJA CAJHEN,,"Delpinova ulica 13, 5000 Nova Gorica",", NOTARKA ANDREJA CAJHEN"
"AMBULANTA SPLOŠNE MEDICINE EVA MEJAČ DR. MED., SPEC. SPLOŠNE MEDICINE","AMBULANTA SPLOŠNE MEDICINE EVA MEJAČ DR. MED., SPEC. SPLOŠNE MEDICINE",,"Mladinska ulica 12, 2314 Zgornja Polskava",", AMBULANTA SPLOŠNE MEDICINE EVA MEJAČ DR. MED., SPEC. SPLOŠNE MEDICINE"
TADEJ POLJAK - IZVRŠITELJ,TADEJ POLJAK - IZVRŠITELJ,,"Marušičeva ulica 5, 6000 Koper - Capodistria",", TADEJ POLJAK - IZVRŠITELJ"
"LEKARNA POLJČANE BENJAMIN BAUMAN, MAG.FARM.","LEKARNA POLJČANE BENJAMIN BAUMAN, MAG.FARM.",,"Bistriška cesta 60, 2319 Poljčane",", LEKARNA POLJČANE BENJAMIN BAUMAN, MAG.FARM."
INTERNISTIČNA AMBULANTA ZA PLJUČNE IN ALERGIJSKE BOLEZNI - KARMEN KRAMER VRŠČAJ DR. MED.,INTERNISTIČNA AMBULANTA ZA PLJUČNE IN ALERGIJSKE BOLEZNI - KARMEN KRAMER VRŠČAJ DR. MED.,,"Jenkova ulica 36, 3000 Celje",", INTERNISTIČNA AMBULANTA ZA PLJUČNE IN ALERGIJSKE BOLEZNI - KARMEN KRAMER VRŠČAJ DR. MED."
BOJAN VODOPIVEC - IZVRŠITELJ,BOJAN VODOPIVEC - IZVRŠITELJ,,"Ob dolenjski železnici 12, 1000 Ljubljana",", BOJAN VODOPIVEC - IZVRŠITELJ"
SIMONA ERLAČ - IZVRŠITELJICA,SIMONA ERLAČ - IZVRŠITELJICA,,"Ulica heroja Šlandra 13, 2000 Maribor",", SIMONA ERLAČ - IZVRŠITELJICA"
"STUDIO MIR-EM , AMBULANTA ZA ALERGIJE, MUHO MESIĆ dr.med.","STUDIO MIR-EM , AMBULANTA ZA ALERGIJE, MUHO MESIĆ dr.med.",,"Skalna pot 6, 6210 Sežana",", STUDIO MIR-EM , AMBULANTA ZA ALERGIJE, MUHO MESIĆ dr.med."
"BOBNAR MOJCA DR. DENT. MED., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA","BOBNAR MOJCA DR. DENT. MED., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA",,"Frankovo naselje 51, 4220 Škofja Loka",", BOBNAR MOJCA DR. DENT. MED., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA"
MATIJA BATISTIČ - IZVRŠITELJ,MATIJA BATISTIČ - IZVRŠITELJ,,"Kersnikova ulica 19, 3000 Celje",", MATIJA BATISTIČ - IZVRŠITELJ"
PETRA ŽAGAR - LEKARNIŠKA DEJAVNOST,PETRA ŽAGAR - LEKARNIŠKA DEJAVNOST,,"Adamičeva cesta 24 B, 1290 Grosuplje",", PETRA ŽAGAR - LEKARNIŠKA DEJAVNOST"
DOMEN GROS - ZASEBNI ZOBOZDRAVNIK,DOMEN GROS - ZASEBNI ZOBOZDRAVNIK,,"Ulica OF 8, 1433 Radeče",", DOMEN GROS - ZASEBNI ZOBOZDRAVNIK"
DERMATOVENEROLOGIJA NATALIJA EVDAKOVA BODIROŽA,DERMATOVENEROLOGIJA NATALIJA EVDAKOVA BODIROŽA,,"Gosposvetska ulica 10, 4000 Kranj",", DERMATOVENEROLOGIJA NATALIJA EVDAKOVA BODIROŽA"
DENIS PATERNOST - IZVRŠITELJ,DENIS PATERNOST - IZVRŠITELJ,,"Maistrova ulica 16, 1241 Kamnik",", DENIS PATERNOST - IZVRŠITELJ"
IRENA ERJAVEC - IZVRŠITELJICA,IRENA ERJAVEC - IZVRŠITELJICA,,"Taborska cesta 4, 1290 Grosuplje",", IRENA ERJAVEC - IZVRŠITELJICA"
PLASTIČNA KIRURGIJA JANEŽIČ TOMAŽ JANEŽIČ S.P.,PLASTIČNA KIRURGIJA JANEŽIČ TOMAŽ JANEŽIČ S.P.,,"V Murglah 8, 1000 Ljubljana",", PLASTIČNA KIRURGIJA JANEŽIČ TOMAŽ JANEŽIČ S.P."
"MELI CENTER REPČE, trgovina in storitve d.o.o.","MELI CENTER REPČE, trgovina in storitve d.o.o.",,"Repče 10, 8210 Trebnje",", MELI CENTER REPČE, trgovina in storitve d.o.o."
"STORITVE, SVETOVANJE, NEPREMIČNINE, GREGOR ZAVRŠNIK S.P.","STORITVE, SVETOVANJE, NEPREMIČNINE, GREGOR ZAVRŠNIK S.P.",,"Sončna vas 2, 2351 Kamnica",", STORITVE, SVETOVANJE, NEPREMIČNINE, GREGOR ZAVRŠNIK S.P."
"INTERNISTIČNI CENTER PREBIL, UROŠ PREBIL S.P.","INTERNISTIČNI CENTER PREBIL, UROŠ PREBIL S.P.",,"Jelenčeva ulica 24, 4000 Kranj",", INTERNISTIČNI CENTER PREBIL, UROŠ PREBIL S.P."
"ANA VETERNIK DEBELJAK S.P., ZASEBNA INTERNISTIČNA KARDIOLOŠKA AMBULANTA","ANA VETERNIK DEBELJAK S.P., ZASEBNA INTERNISTIČNA KARDIOLOŠKA AMBULANTA",,"Lipnica 2, 4245 Kropa",", ANA VETERNIK DEBELJAK S.P., ZASEBNA INTERNISTIČNA KARDIOLOŠKA AMBULANTA"
"Ordinacija za bolezni ušes, nosu in grla, LANŠČAK d.o.o.","Ordinacija za bolezni ušes, nosu in grla, LANŠČAK d.o.o.",,"Lendavska ulica 18, 9000 Murska Sobota",", Ordinacija za bolezni ušes, nosu in grla, LANŠČAK d.o.o."
"ORTODENT, Zobozdravstvena dejavnost, d.o.o.","ORTODENT, Zobozdravstvena dejavnost, d.o.o.",,"Partizanska ulica 30, 2310 Slovenska Bistrica",", ORTODENT, Zobozdravstvena dejavnost, d.o.o."
Medicina dela MG d.o.o.,Medicina dela MG d.o.o.,,"Ulica Nikole Tesle 3, 5290 Šempeter pri Gorici",", Medicina dela MG d.o.o."
"ARDENS, zobozdravstvo, d.o.o.","ARDENS, zobozdravstvo, d.o.o.",,"Ulica II. prekomorske brigade 28 A, 6000 Koper - Capodistria",", ARDENS, zobozdravstvo, d.o.o."
SPECIALISTIČNA PARODONTOLOŠKA AMBULANTA MIKUŽ d.o.o.,SPECIALISTIČNA PARODONTOLOŠKA AMBULANTA MIKUŽ d.o.o.,,"Ukmarjeva ulica 2, 1000 Ljubljana",", SPECIALISTIČNA PARODONTOLOŠKA AMBULANTA MIKUŽ d.o.o."
BH AJA družba za storitve in svetovanje d.o.o.,BH AJA družba za storitve in svetovanje d.o.o.,,"Trg svobode 26, 2310 Slovenska Bistrica",", BH AJA družba za storitve in svetovanje d.o.o."
"KAMBIČ - KAFOL, medicinsko svetovanje in storitve, d.o.o.","KAMBIČ - KAFOL, medicinsko svetovanje in storitve, d.o.o.",,"Zeljarska ulica 2, 1000 Ljubljana",", KAMBIČ - KAFOL, medicinsko svetovanje in storitve, d.o.o."
Izobraževalni center Geoss d.o.o.,Izobraževalni center Geoss d.o.o.,,"Cesta komandanta Staneta 2, 1270 Litija",", Izobraževalni center Geoss d.o.o."
"INTERNISTIČNO PULMOLOŠKA AMBULANTA SONJA ŠUNKO KORAŽIJA dr.med., d.o.o.","INTERNISTIČNO PULMOLOŠKA AMBULANTA SONJA ŠUNKO KORAŽIJA dr.med., d.o.o.",,"Partizanska ulica 30, 2310 Slovenska Bistrica",", INTERNISTIČNO PULMOLOŠKA AMBULANTA SONJA ŠUNKO KORAŽIJA dr.med., d.o.o."
"VALTEL, gradnja in upravljanje telekomunikacijskih omrežij, d.o.o.","VALTEL, gradnja in upravljanje telekomunikacijskih omrežij, d.o.o.",,"Boletina 4, 3232 Ponikva",", VALTEL, gradnja in upravljanje telekomunikacijskih omrežij, d.o.o."
"Le SKUPAJ, PSIHIATRIČNA AMBULANTA, PSIHOTERAPIJA, SVETOVANJE IN OSTALE STORITVE, d.o.o.","Le SKUPAJ, PSIHIATRIČNA AMBULANTA, PSIHOTERAPIJA, SVETOVANJE IN OSTALE STORITVE, d.o.o.",,"Gubčeva cesta 22, 9252 Radenci",", Le SKUPAJ, PSIHIATRIČNA AMBULANTA, PSIHOTERAPIJA, SVETOVANJE IN OSTALE STORITVE, d.o.o."
"DERMATOLOGIJA MAJA KALAČ PANDUROVIĆ, zdravstvene in druge storitve, d.o.o.","DERMATOLOGIJA MAJA KALAČ PANDUROVIĆ, zdravstvene in druge storitve, d.o.o.",,"Gosposvetska cesta 41, 2000 Maribor",", DERMATOLOGIJA MAJA KALAČ PANDUROVIĆ, zdravstvene in druge storitve, d.o.o."
KPU pogrebne storitve NEVENKA POLC ŠPES s.p.,KPU pogrebne storitve NEVENKA POLC ŠPES s.p.,,"Tattenbachova ulica 14, 3210 Slovenske Konjice",", KPU pogrebne storitve NEVENKA POLC ŠPES s.p."
"ENERGETIKA DOLENC, Podjetje za proizvodnjo energije iz obnovljivih virov, d.o.o.","ENERGETIKA DOLENC, Podjetje za proizvodnjo energije iz obnovljivih virov, d.o.o.",,"Cesta v Staro vas 6, 6230 Postojna",", ENERGETIKA DOLENC, Podjetje za proizvodnjo energije iz obnovljivih virov, d.o.o."
"DIGITALNA SLIKOVNA DIAGNOSTIKA, medicinska diagnostika in druge storitve, d.o.o.","DIGITALNA SLIKOVNA DIAGNOSTIKA, medicinska diagnostika in druge storitve, d.o.o.",,"Puhova ulica 9 A, 2250 Ptuj",", DIGITALNA SLIKOVNA DIAGNOSTIKA, medicinska diagnostika in druge storitve, d.o.o."
EKOGOR družba za predelavo in obdelavo odpadkov d.o.o. Jesenice,EKOGOR družba za predelavo in obdelavo odpadkov d.o.o. Jesenice,,"Spodnji Plavž 24 E, 4270 Jesenice",", EKOGOR družba za predelavo in obdelavo odpadkov d.o.o. Jesenice"
ZASEBNA OČESNA AMBULANTA DR. MED. MARCELA PUVALIĆ S.P.,ZASEBNA OČESNA AMBULANTA DR. MED. MARCELA PUVALIĆ S.P.,,"Trg Jožeta Lampreta 1, 3325 Šoštanj",", ZASEBNA OČESNA AMBULANTA DR. MED. MARCELA PUVALIĆ S.P."
"KOMPOST, komunalne in gradbene storitve, d.o.o.","KOMPOST, komunalne in gradbene storitve, d.o.o.",,"Kolodvorska cesta 28, 6230 Postojna",", KOMPOST, komunalne in gradbene storitve, d.o.o."
"LOS CESTNA OPREMA, trgovina in storitve, d.o.o.","LOS CESTNA OPREMA, trgovina in storitve, d.o.o.",,"Podjetniško naselje Kočevje 1, 1330 Kočevje",", LOS CESTNA OPREMA, trgovina in storitve, d.o.o."
ZASEBNI VRTEC KOBACAJ,ZASEBNI VRTEC KOBACAJ,,"Velika Loka 47, 1290 Grosuplje",", ZASEBNI VRTEC KOBACAJ"
MIGETALNICA VADBA ZA CELOSTNI RAZVOJ OTROKA MARKO VOVK S.P.,MIGETALNICA VADBA ZA CELOSTNI RAZVOJ OTROKA MARKO VOVK S.P.,,"Ustje 39 D, 5270 Ajdovščina",", MIGETALNICA VADBA ZA CELOSTNI RAZVOJ OTROKA MARKO VOVK S.P."
"ZASEBNI VRTEC SONČEK, varstvo, vzgoja in izobraževanje d.o.o.","ZASEBNI VRTEC SONČEK, varstvo, vzgoja in izobraževanje d.o.o.",,"Fužine 5, 1241 Kamnik",", ZASEBNI VRTEC SONČEK, varstvo, vzgoja in izobraževanje d.o.o."
GroMed otorinolaringologija d.o.o.,GroMed otorinolaringologija d.o.o.,,"Spodnjevaška pot 30 A, 2000 Maribor",", GroMed otorinolaringologija d.o.o."
"Okovid, očesni center, d.o.o.","Okovid, očesni center, d.o.o.",,"Francetova cesta 16, 2380 Slovenj Gradec",", Okovid, očesni center, d.o.o."
"ZASEBNI VRTEC BIBA, VZGOJA IN VARSTVO OTROK d.o.o.","ZASEBNI VRTEC BIBA, VZGOJA IN VARSTVO OTROK d.o.o.",,"Ljubljanska cesta 54 A, 1293 Šmarje - Sap",", ZASEBNI VRTEC BIBA, VZGOJA IN VARSTVO OTROK d.o.o."
"POGREBNE STORITVE BLATNIK, pokopališke storitve, d.o.o.","POGREBNE STORITVE BLATNIK, pokopališke storitve, d.o.o.",,"Hrastulje 48, 8275 Škocjan",", POGREBNE STORITVE BLATNIK, pokopališke storitve, d.o.o."
"VRTEC JURČEK, Vzgoja in varstvo otrok, d.o.o.","VRTEC JURČEK, Vzgoja in varstvo otrok, d.o.o.",,"Mala vas pri Grosupljem 1 B, 1290 Grosuplje",", VRTEC JURČEK, Vzgoja in varstvo otrok, d.o.o."
"TOP LES ENERGIJA, upravljanje z obnovljivimi viri d.o.o.","TOP LES ENERGIJA, upravljanje z obnovljivimi viri d.o.o.",,"Pod klancem 2, 5220 Tolmin",", TOP LES ENERGIJA, upravljanje z obnovljivimi viri d.o.o."
DRUŠTVO KOROŠKI MEDGENERACIJSKI CENTER,DRUŠTVO KOROŠKI MEDGENERACIJSKI CENTER,,"Trg svobode 20, 2390 Ravne na Koroškem",", DRUŠTVO KOROŠKI MEDGENERACIJSKI CENTER"
"TELEKOM SLOVENIJE, d.d.","TELEKOM SLOVENIJE, d.d.",,"Cigaletova ulica 15, 1000 Ljubljana",", TELEKOM SLOVENIJE, d.d."
JAVNA RAZSVETLJAVA d.d.,JAVNA RAZSVETLJAVA d.d.,,"Litijska cesta 263, 1261 Ljubljana - Dobrunje",", JAVNA RAZSVETLJAVA d.d."
"DOMPLAN, družba za inženiring, nepremičnine, urbanizem in energetiko, d.d.","DOMPLAN, družba za inženiring, nepremičnine, urbanizem in energetiko, d.d.",,"Bleiweisova cesta 14, 4000 Kranj",", DOMPLAN, družba za inženiring, nepremičnine, urbanizem in energetiko, d.d."
"KPL, družba za gradnjo in vzdrževanje cest, zelenih površin ter inženiring d.o.o.","KPL, družba za gradnjo in vzdrževanje cest, zelenih površin ter inženiring d.o.o.",,"Tbilisijska ulica 61, 1000 Ljubljana",", KPL, družba za gradnjo in vzdrževanje cest, zelenih površin ter inženiring d.o.o."
"PETROL, Slovenska energetska družba, d.d., Ljubljana","PETROL, Slovenska energetska družba, d.d., Ljubljana",,"Dunajska cesta 50, 1000 Ljubljana",", PETROL, Slovenska energetska družba, d.d., Ljubljana"
"JUB-H, družba za upravljanje in financiranje, d.d.","JUB-H, družba za upravljanje in financiranje, d.d.",,"Dol pri Ljubljani 28, 1262 Dol pri Ljubljani",", JUB-H, družba za upravljanje in financiranje, d.d."
UNIOR Kovaška industrija d.d.,UNIOR Kovaška industrija d.d.,,"Kovaška cesta 10, 3214 Zreče",", UNIOR Kovaška industrija d.d."
ZVD Zavod za varstvo pri delu d.o.o.,ZVD Zavod za varstvo pri delu d.o.o.,,"Chengdujska cesta 25, 1260 Ljubljana - Polje",", ZVD Zavod za varstvo pri delu d.o.o."
"NIGRAD, komunalno podjetje, d.d.","NIGRAD, komunalno podjetje, d.d.",,"Zagrebška cesta 30, 2000 Maribor",", NIGRAD, komunalno podjetje, d.d."
"CPK, d.d., družba za vzdrževanje cest, gradbeništvo in druge poslovne storitve","CPK, d.d., družba za vzdrževanje cest, gradbeništvo in druge poslovne storitve",,"Ulica 15.maja 14, 6000 Koper - Capodistria",", CPK, d.d., družba za vzdrževanje cest, gradbeništvo in druge poslovne storitve"
KOMUNALNO PODJETJE ORMOŽ d.o.o.,KOMUNALNO PODJETJE ORMOŽ d.o.o.,,"Hardek 21 C, 2270 Ormož",", KOMUNALNO PODJETJE ORMOŽ d.o.o."
KOMUNALNO STANOVANJSKO PODJETJE d.d.,KOMUNALNO STANOVANJSKO PODJETJE d.d.,,"Partizanska cesta 2, 6210 Sežana",", KOMUNALNO STANOVANJSKO PODJETJE d.d."
"LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka","LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka",,"Kidričeva cesta 43 A, 4220 Škofja Loka",", LOŠKA KOMUNALA, oskrba z vodo in plinom, d.d., Škofja Loka"
"LGB, geodetski inženiring in informacijske tehnologije, d.o.o.","LGB, geodetski inženiring in informacijske tehnologije, d.o.o.",,"Ukmarjeva ulica 4, 1000 Ljubljana",", LGB, geodetski inženiring in informacijske tehnologije, d.o.o."
LJUBLJANSKI URBANISTIČNI ZAVOD d.d.,LJUBLJANSKI URBANISTIČNI ZAVOD d.d.,,"Verovškova ulica 64, 1000 Ljubljana",", LJUBLJANSKI URBANISTIČNI ZAVOD d.d."
PROSTOVOLJNO GASILSKO DRUŠTVO SAVCI,PROSTOVOLJNO GASILSKO DRUŠTVO SAVCI,,"Savci 68, 2258 Sv.Tomaž",", PROSTOVOLJNO GASILSKO DRUŠTVO SAVCI"
PROSTOVOLJNO GASILSKO DRUŠTVO PRŠETINCI,PROSTOVOLJNO GASILSKO DRUŠTVO PRŠETINCI,,"Pršetinci 23, 2258 Sv.Tomaž",", PROSTOVOLJNO GASILSKO DRUŠTVO PRŠETINCI"
Prostovoljno gasilsko društvo Trnovci,Prostovoljno gasilsko društvo Trnovci,,"Trnovci 4, 2258 Sv.Tomaž",", Prostovoljno gasilsko društvo Trnovci"
CESTNO PODJETJE PTUJ D.D.,CESTNO PODJETJE PTUJ D.D.,,"Zagrebška cesta 49 A, 2250 Ptuj",", CESTNO PODJETJE PTUJ D.D."
"GORENJSKA GRADBENA DRUŽBA, projektiranje, inženiring, gradnja in vzdrževanje objektov visoke in nizke gradnje d.d.","GORENJSKA GRADBENA DRUŽBA, projektiranje, inženiring, gradnja in vzdrževanje objektov visoke in nizke gradnje d.d.",,"Jezerska cesta 20, 4000 Kranj",", GORENJSKA GRADBENA DRUŽBA, projektiranje, inženiring, gradnja in vzdrževanje objektov visoke in nizke gradnje d.d."
EKO DIM družba za opravljanje dimnikarske dejavnosti d.o.o.,EKO DIM družba za opravljanje dimnikarske dejavnosti d.o.o.,,"Gačnikova pot 2, 2390 Ravne na Koroškem",", EKO DIM družba za opravljanje dimnikarske dejavnosti d.o.o."
KOMUNALA TRŽIČ d.o.o.,KOMUNALA TRŽIČ d.o.o.,,"Mlaka 6, 4290 Tržič",", KOMUNALA TRŽIČ d.o.o."
"ART OPTIKA, podjetje za proizvodnjo in trgovino očal in pribora, d.o.o.","ART OPTIKA, podjetje za proizvodnjo in trgovino očal in pribora, d.o.o.",,"Goriška cesta 78, 5270 Ajdovščina",", ART OPTIKA, podjetje za proizvodnjo in trgovino očal in pribora, d.o.o."
"ELEKTRO GORENJSKA, podjetje za distribucijo električne energije, d.d.","ELEKTRO GORENJSKA, podjetje za distribucijo električne energije, d.d.",,"Ulica Mirka Vadnova 3 A, 4000 Kranj",", ELEKTRO GORENJSKA, podjetje za distribucijo električne energije, d.d."
